sigma0re,sigma0im,beta0re,beta0im,mu0re,mu0im,beta1re,beta1im,sigma1re,sigma1im,mu1re,mu1im,alpha0,alpha1,b_star,corresponding_negative_eigenvalues
0.2,0.3,1,1.1,1.0,-1.4999999999999987,1,1.1,0.2,0.3,-0.5,-0.1999999999999984,0.0,0.0,[0.29 0.3  0.31 0.32 0.33 0.34 0.35 0.36 0.37 0.38 0.39],"[-0.02334227 -0.02146696 -0.01950943 -0.01748115 -0.01539181 -0.01324958
 -0.01106141 -0.0088332  -0.00656996 -0.00427599 -0.00195497]"
