sigma0re,sigma0im,beta0re,beta0im,mu0re,mu0im,beta1re,beta1im,sigma1re,sigma1im,mu1re,mu1im,alpha0,alpha1,b_star,corresponding_negative_eigenvalues
0.2,0.3,1,1.1,1.0,-0.3999999999999977,1,1.1,0.2,0.3,-0.5,-0.9999999999999991,0.1,0.1,"[0.01 0.02 0.03 0.04 0.05 0.06 0.07 0.08 0.09 0.1  0.11 0.12 0.13 0.14
 0.15 0.16 0.17 0.18 0.19 0.2  0.21 0.22 0.23 0.24 0.25 0.26 0.27 0.28
 0.29 0.3  0.31 0.32 0.33 0.34]","[-0.00017372 -0.00069375 -0.00155656 -0.00275561 -0.00428043 -0.00611507
 -0.00823607 -0.01060968 -0.01318862 -0.01590868 -0.01868629 -0.02141865
 -0.02398877 -0.02627666 -0.02817537 -0.02960685 -0.0305315  -0.03094784
 -0.03088425 -0.03038738 -0.02951158 -0.02831139 -0.02683727 -0.02513369
 -0.02323866 -0.02118416 -0.01899679 -0.0166986  -0.0143078  -0.01183949
 -0.00930615 -0.00671819 -0.00408428 -0.00141168]"
